x analitic dft/fft
1.880000000000000e-02 -3.500966460843655e-04 -3.500966460871363e-04
1.890000000000000e-02 -3.538128957261600e-04 -3.538128957145115e-04
1.900000000000000e-02 -3.575485711092500e-04 -3.575485711107829e-04
1.910000000000000e-02 -3.613036691559982e-04 -3.613036691431232e-04
1.920000000000000e-02 -3.650781867883478e-04 -3.650781867877706e-04
1.930000000000000e-02 -3.688721209278220e-04 -3.688721209127860e-04
1.940000000000000e-02 -3.726854684955241e-04 -3.726854684937136e-04
1.950000000000000e-02 -3.765182264121375e-04 -3.765182263958666e-04
1.960000000000000e-02 -3.803703915979256e-04 -3.803703916000906e-04
1.970000000000000e-02 -3.842419609727314e-04 -3.842419609604852e-04
1.980000000000000e-02 -3.881329314559779e-04 -3.881329314569248e-04
1.990000000000000e-02 -3.920432999666671e-04 -3.920432999531959e-04
2.000000000000000e-02 -3.959730634233812e-04 -3.959730634219005e-04
2.010000000000000e-02 -3.999222187442812e-04 -3.999222187283658e-04
2.020000000000000e-02 -4.038907628471075e-04 -4.038907628444305e-04
2.030000000000000e-02 -4.078786926491798e-04 -4.078786926320910e-04
2.040000000000000e-02 -4.118860050673969e-04 -4.118860050687234e-04
2.050000000000000e-02 -4.159126970182361e-04 -4.159126970051108e-04
2.060000000000000e-02 -4.199587654177540e-04 -4.199587654178799e-04
